product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
793,nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.",290.54,31.53,toys,ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis,813,Indigo,small,9.5,sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo,2015-07-18,3.1,121,tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,3.0,414,free,44.55
794,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.",561.8,32.14,beauty,morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,928,Indigo,medium,8.6,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,2015-12-31,2.1,205,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,3.8,863,express,45.27
795,sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",16.93,16.56,electronics,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,717,Blue,medium,7.2,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,2012-08-16,1.1,861,neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,2.3,736,express,14.73
796,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",254.34,38.81,toys,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,153,Orange,large,2.1,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non,2021-10-24,3.5,828,suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,4.7,111,express,2.32
797,eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",166.08,38.99,toys,platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi,141,Red,extra large,6.5,dui vel sem sed sagittis nam congue risus semper porta,2014-09-24,1.9,620,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc,1.5,317,standard,39.59
798,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",728.65,17.14,home decor,nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,969,Turquoise,small,7.6,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae,2015-08-21,2.0,186,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum,4.1,588,express,35.97
799,tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",945.96,46.27,beauty,dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend,297,Orange,large,2.1,sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis,2015-03-27,3.3,445,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,5.0,595,express,23.74
800,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",419.23,22.51,home decor,at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,824,Pink,large,2.4,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,2022-01-27,4.5,331,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,4.6,590,express,35.52
801,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",354.36,24.29,beauty,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,910,Blue,medium,6.6,non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,2020-08-27,4.4,385,tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut,3.2,457,free,26.77
802,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,"In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",301.19,2.71,home decor,dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,830,Pink,large,5.3,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec,2012-06-03,4.3,487,volutpat in congue etiam justo etiam pretium iaculis justo in hac,2.3,550,express,23.72
803,ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",968.93,8.81,electronics,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,508,Crimson,medium,9.2,in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,2014-08-24,4.8,759,nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem,2.8,107,standard,12.74
804,pede lobortis ligula sit amet eleifend pede libero quis orci nullam,In hac habitasse platea dictumst.,662.32,45.46,home decor,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,123,Khaki,extra large,4.6,mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,2013-02-05,4.5,441,sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,1.5,971,free,40.38
805,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",723.68,22.2,home decor,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec,141,Fuscia,extra large,5.2,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,2022-10-28,1.8,678,ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel,5.0,386,standard,19.37
806,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,"Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.",176.39,14.6,toys,nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,649,Teal,extra large,5.9,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis,2011-06-15,4.6,560,magna at nunc commodo placerat praesent blandit nam nulla integer pede,2.9,862,free,33.8
807,lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",857.97,23.78,home decor,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque,699,Crimson,small,3.6,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,2020-09-28,3.3,801,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,4.9,919,free,23.44
808,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",906.11,35.26,electronics,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,126,Khaki,medium,6.8,lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut,2019-07-02,3.0,395,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,2.2,292,express,1.71
809,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,"In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.",973.62,31.18,toys,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,162,Red,large,2.3,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,2010-12-07,2.8,649,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,2.0,457,standard,39.33
810,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,"Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",998.94,30.34,clothing,faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam,262,Indigo,extra large,4.2,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,2010-12-06,3.9,713,tortor sollicitudin mi sit amet lobortis sapien sapien non mi,2.5,650,express,22.87
811,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,866.84,15.85,home decor,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,169,Violet,small,3.1,nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam,2010-09-23,4.6,805,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes,1.5,700,standard,44.99
812,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,764.15,45.45,home decor,velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo,9,Aquamarine,large,1.1,consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,2017-03-10,2.1,406,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,1.9,42,express,43.34
813,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.",225.05,5.65,beauty,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,40,Khaki,large,5.9,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt,2022-05-24,3.8,258,volutpat dui maecenas tristique est et tempus semper est quam,4.8,370,free,46.87
814,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",21.13,27.98,home decor,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,300,Aquamarine,small,1.7,nunc proin at turpis a pede posuere nonummy integer non,2021-03-13,2.7,441,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,2.2,483,standard,36.12
815,convallis nunc proin at turpis a pede posuere nonummy integer non,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",286.04,32.51,toys,in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,548,Orange,extra large,1.5,ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,2010-01-03,3.7,499,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,2.0,287,free,7.86
816,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,Etiam pretium iaculis justo.,517.92,41.51,beauty,nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,431,Blue,medium,6.3,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo,2014-04-15,1.5,523,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar,2.3,695,free,40.31
817,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.",928.97,30.9,beauty,amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,828,Aquamarine,medium,4.8,nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,2013-01-08,2.0,278,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,3.8,967,free,14.75
818,at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",750.07,32.78,toys,nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus,152,Fuscia,extra large,5.2,proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,2012-06-13,1.2,37,mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,4.6,741,standard,25.9
819,lectus pellentesque at nulla suspendisse potenti cras in purus eu,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",554.25,25.57,beauty,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,515,Yellow,small,0.6,lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,2012-09-15,2.6,417,mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,4.4,720,standard,26.94
820,ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,477.51,27.39,home decor,scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,979,Purple,small,6.7,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,2022-12-01,3.3,803,amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec,3.5,834,express,45.23
821,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,"Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",513.64,46.93,electronics,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,518,Khaki,medium,2.4,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,2018-11-25,3.8,780,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,1.5,768,standard,11.62
822,eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,"Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",825.72,0.54,beauty,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla,602,Orange,small,1.2,justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,2015-03-06,4.6,343,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis,1.7,406,standard,14.56
823,tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque duis bibendum,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",601.51,10.79,home decor,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,792,Violet,small,2.5,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue,2017-04-26,3.8,277,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,3.0,430,standard,30.14
824,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",229.1,48.36,home decor,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa,393,Green,extra large,6.4,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,2017-11-15,3.4,946,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,4.6,857,express,2.39
825,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,Donec ut mauris eget massa tempor convallis.,502.28,31.41,beauty,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,462,Maroon,large,9.3,rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,2011-01-04,4.4,908,lorem quisque ut erat curabitur gravida nisi at nibh in,1.7,15,free,28.59
826,a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",931.89,16.12,beauty,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus,994,Khaki,large,4.2,adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,2010-11-02,3.6,263,facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus,4.0,841,free,5.24
827,sagittis dui vel nisl duis ac nibh fusce lacus purus,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",57.95,0.61,home decor,quis turpis eget elit sodales scelerisque mauris sit amet eros,930,Fuscia,extra large,3.6,neque sapien placerat ante nulla justo aliquam quis turpis eget elit,2022-06-26,2.3,438,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,4.8,523,standard,20.79
828,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.",551.9,43.23,beauty,diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,131,Khaki,large,5.4,leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2013-06-16,4.5,182,erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,4.5,200,standard,35.18
829,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,682.94,28.2,toys,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,858,Puce,extra large,5.4,lectus pellentesque at nulla suspendisse potenti cras in purus eu,2016-10-09,4.5,797,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,4.8,887,free,7.05
830,eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",944.41,36.46,electronics,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper,263,Purple,extra large,6.5,sapien varius ut blandit non interdum in ante vestibulum ante ipsum,2011-08-27,2.1,470,sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor,1.2,105,free,46.22
831,at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",460.51,17.67,clothing,congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien,258,Crimson,small,8.5,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor,2020-11-01,2.2,997,primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin,1.7,102,express,44.3
832,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,712.17,10.0,electronics,turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan,842,Red,medium,1.2,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,2012-04-03,4.9,781,in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi,1.4,233,express,44.57
833,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",994.2,48.94,clothing,quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id,873,Puce,small,6.5,sapien non mi integer ac neque duis bibendum morbi non,2014-07-19,4.8,673,nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,1.6,664,standard,20.36
